filepath,predicted_class,probability,inference_time_s
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Picus viridis/7b86632363f4d06d6f04acbc388291c9.jpg,16, 0.9759, 0.03797
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Picus viridis/b0e35c7da096cf173480cc4d743a4379.jpg,16, 0.9388, 0.03692
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Circaetus gallicus/552b7633a597514a11ed5585398395a1.jpg,16, 0.9953, 0.05012
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Circaetus gallicus/a99571aee59d3d88cbbafa9bf38be380.jpg,16, 0.9857, 0.03484
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Circaetus gallicus/4f593214d89284c9defc3d667b5787a0.jpg,16, 0.7914, 0.06114
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Circaetus gallicus/276ac0b76f3f6016988379dcc32914d3.jpg,16, 0.9834, 0.04810
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Circaetus gallicus/75c058569b3cd0f1f1a740f237dc52aa.jpg,16, 0.8853, 0.05262
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Circaetus gallicus/f4f8a1577e4f2242e323d1a56a387657.jpg,0, 0.4477, 0.05306
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Circaetus gallicus/cf218353b9e38dbd5dede9c78961d0e0.jpg,16, 0.9296, 0.09435
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Circaetus gallicus/79f582a10a762a814097dd504bfcade5.jpg,16, 0.9922, 0.03612
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Circaetus gallicus/ca61503438e2b92622b8e36eb80fe1c1.jpg,16, 0.9797, 0.04896
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Circaetus gallicus/fbf797d2cca88b3ca09565a3e8691f78.jpg,16, 0.9773, 0.04505
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Circaetus gallicus/c1668c717fa29d19608b990c1b792dc1.jpg,16, 0.9651, 0.05335
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Circaetus gallicus/d6a6b8c3f6bf3b6d8f46db9ea5e3e97c.jpg,5, 0.4928, 0.04338
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Circaetus gallicus/a00d55ccbec0e6155aba3884295b3f8c.jpg,16, 0.9155, 0.07872
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Circaetus gallicus/a137daaff11ddc8053586f850f7cf698.jpg,16, 0.8757, 0.05909
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Circaetus gallicus/c3573b0022bc2fec6a02a133ac40ce07.jpg,5, 0.5187, 0.05261
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Circaetus gallicus/45b4b4866ae98ca3c441e19f8162cb98.jpg,5, 0.5141, 0.04991
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Circaetus gallicus/f532fcc95b34b857e5d5cfa178096c4f.jpg,16, 0.9850, 0.04817
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Circaetus gallicus/8eb7e8562f06b55677b0850330cc33ac.jpg,16, 0.9266, 0.05348
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Circaetus gallicus/a31fb882fc48cae5aef456d9d1460571.jpg,16, 0.9923, 0.04709
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Circaetus gallicus/d88fdb5753ee380c65a2ebca6db7b65b.jpg,16, 0.8760, 0.05397
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Circaetus gallicus/4405809edfd22fdaf2df397574d13d71.jpg,16, 0.9624, 0.03842
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Circaetus gallicus/4dbd4ae6829f88e7e6d3ea0ff632a3df.jpg,16, 0.9917, 0.06709
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Circaetus gallicus/30d5e02ed610735767e164865ea9ad2d.jpg,16, 0.9785, 0.03895
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Circaetus gallicus/e70103ce80a1fed03608b7c44c6e8f67.jpg,16, 0.6930, 0.05334
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Circaetus gallicus/daabe732957344323143893d5a870342.jpg,16, 0.9733, 0.06092
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Circaetus gallicus/8aefda5149a6f1ad86b59eba1d919f2c.jpg,16, 0.6848, 0.06614
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Circaetus gallicus/cf2422e7c58fe87a0bc4ba29371418e0.jpg,16, 0.9966, 0.05088
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Circaetus gallicus/60756548c98e96b901fc8bb355ddcb7e.jpg,16, 0.9508, 0.04572
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Circaetus gallicus/9c6c4ddcdd7c4584159fb0b7d5dbb967.jpg,16, 0.9868, 0.04061
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Circaetus gallicus/a1f91d512633260b3c78ecb4f6c284b3.jpg,16, 0.9943, 0.09159
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Circaetus gallicus/0d66e995a6a2dc28280ec96499de0712.jpg,16, 0.9948, 0.09286
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Circaetus gallicus/41e402212700d21622eaf01b89d59341.jpg,5, 0.6530, 0.05563
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Circaetus gallicus/de43399fc3e60522e8f6d2f74c959847.jpg,16, 0.8789, 0.05147
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Circaetus gallicus/ac495b6136ad72efd859e4b69e7301a1.jpg,16, 0.9902, 0.05067
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Circaetus gallicus/9da2cd9461c7df8b0b304a037249501f.jpg,16, 0.9798, 0.04255
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Circaetus gallicus/b2dbb8d3d9b67cc9cc58af8f6c3fa280.jpg,16, 0.9834, 0.05735
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Circaetus gallicus/0b62a676d5d632c4966443da2b36fa57.jpg,16, 0.9885, 0.04035
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Circaetus gallicus/b19155fedad8e1b7c76e093531ea7b12.jpg,16, 0.9959, 0.05665
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Circaetus gallicus/3a9ac633f06cf67a8db5cf9115fcfbf2.jpg,16, 0.5813, 0.04455
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Circaetus gallicus/0cdeeffefd4374eb8d03f40d7cd68c6f.jpg,16, 0.7329, 0.06872
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Scoliopteryx libatrix/b13138e63851c9df6b9791e1c3150bd1.jpg,16, 0.9935, 0.05707
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Scoliopteryx libatrix/e235e205c4c21a2f52b5edce19491abd.jpg,16, 0.9581, 0.04092
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Scoliopteryx libatrix/1689ee062bb9926ebb30e4ddab41eecb.jpg,16, 0.7790, 0.04332
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Scoliopteryx libatrix/1dd90ba0dfef0e7beade78af6888db72.jpg,16, 0.9534, 0.04121
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Scoliopteryx libatrix/afe84230699b3c254efb4f4dc812eb6a.jpg,16, 0.9638, 0.07011
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Scoliopteryx libatrix/2f279110081a4642c355f4d548ec203f.jpg,16, 0.9396, 0.05849
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Scoliopteryx libatrix/45d4a67a79abb6fb2f373cdf486b8ed3.jpg,16, 0.9898, 0.03744
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Scoliopteryx libatrix/2feb00ed684f56cb5cd72a3542601a02.jpg,16, 0.9693, 0.04331
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Scoliopteryx libatrix/1601ff69a664ae7755318846d4162016.jpg,16, 0.9855, 0.03905
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Scoliopteryx libatrix/94458f052e0b6c999fb08439c5c5e3f2.jpg,16, 0.9453, 0.03658
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Scoliopteryx libatrix/9258e10f040102a1e1fc7684895112e5.jpg,16, 0.9420, 0.03719
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Scoliopteryx libatrix/05635f442a8c172027903af4b1a9c368.jpg,16, 0.9969, 0.04158
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Scoliopteryx libatrix/106490a3992fca900fdc2e9359b0940a.jpg,16, 0.8482, 0.04425
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Scoliopteryx libatrix/5e9903a963f017ad89ae35f21007588a.jpg,16, 0.9195, 0.04744
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Scoliopteryx libatrix/039221993e57d69a33c82b79fb2c6768.jpg,16, 0.9631, 0.04945
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Scoliopteryx libatrix/7fdfdc73de8372c899c8bd0ce42ce128.jpg,16, 0.9702, 0.05474
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Scoliopteryx libatrix/3d53a2050de67a90ae3cf9bc1017f235.jpg,16, 0.9640, 0.04773
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Scoliopteryx libatrix/4dc2c5334d21d69e98a3143b03ed98eb.jpg,16, 0.9510, 0.04901
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Scoliopteryx libatrix/2cc695b62390324d174e29e2e742bb9b.jpg,16, 0.9769, 0.03827
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Scoliopteryx libatrix/69aa2f6b238ac14ec64e91e4d4c9663e.jpg,16, 0.9978, 0.05808
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Scoliopteryx libatrix/597cae79b3c3378fbaec41389602d5bd.jpg,16, 0.9094, 0.04053
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Scoliopteryx libatrix/8e62a8dce5a4df13948e1df4845efff3.jpg,16, 0.9278, 0.03749
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Scoliopteryx libatrix/0c3e09969854dcc687133079bdf3190b.jpg,16, 0.9742, 0.03705
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Scoliopteryx libatrix/36b0fb5123d1d9dfd1e1ad80d1b23dc3.jpg,16, 0.9759, 0.04179
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Scoliopteryx libatrix/51455f64467ca732d53d6e8de77a14c8.jpg,16, 0.9606, 0.04896
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Scoliopteryx libatrix/fe9403b9aaa329506737fc67d45887bf.jpg,16, 0.7551, 0.04857
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Columba palumbus/c8105b10c96c3cb6afc1572923132479.jpg,16, 0.9827, 0.03946
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Columba palumbus/11e6e16e3f8589a7b2f3db17319d2def.jpg,16, 0.9689, 0.04538
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Columba palumbus/facc10d01522deabbffbbf7f387e55b6.jpg,16, 0.9954, 0.03956
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Columba palumbus/fef700864d05cc2aca1fb3693f58de18.jpg,16, 0.9345, 0.04185
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Columba palumbus/b613195c384813acb2a84b6c9b88b652.jpg,16, 0.9954, 0.04286
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Columba palumbus/48de4600394195cb34c39c9eea3ceeb5.jpg,1, 0.9439, 0.03823
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Columba palumbus/56cbff9f1c445fb1a7f2f7606492e047.jpg,16, 0.8210, 0.04373
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Columba palumbus/15ad6339008709d4653edad018110f6e.jpg,16, 0.9264, 0.03823
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Columba palumbus/d787098692b50b3643412c2e7257d404.jpg,16, 0.9891, 0.05034
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Columba palumbus/774b0cad9abea8106024e9bc0be1da12.jpg,16, 0.9339, 0.03934
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Columba palumbus/bcbac5aa7482f1ea7bc450e5cc36ab73.jpg,16, 0.9240, 0.08257
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Columba palumbus/b3bb0c68fcd377dc0d14da1782ff8c3a.jpg,16, 0.8817, 0.03630
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Columba palumbus/26e3c62ad8b2734b3ab2eedcbc6bf2cf.jpg,16, 0.9654, 0.04067
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Columba palumbus/b637983d7ac81100c5a544e0a59c5a5d.jpg,16, 0.9864, 0.03755
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Columba palumbus/bc4718fe9e19fae4c48d89ac89ed69a5.jpg,16, 0.9849, 0.04707
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Columba palumbus/17ce94132d8297488e24eee4f4532c7e.jpg,16, 0.9908, 0.03786
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Columba palumbus/c1f975b80dea54973624ed4d7fd4984f.jpg,16, 0.9139, 0.04041
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Columba palumbus/60b923bc4bb7b166f8556b014f7a8b37.jpg,16, 0.9902, 0.04666
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Columba palumbus/2e4f915f9c4168b6dabce628f27a94e5.jpg,16, 0.9709, 0.04236
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Columba palumbus/27126d3a28f3b2175c2ff574750884ba.jpg,16, 0.9265, 0.04157
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Columba palumbus/3343430e8e82befc9881869d97b44d7c.jpg,16, 0.9900, 0.03953
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Columba palumbus/0549beb33401ab23b9c69c5d88b91cb5.jpg,16, 0.9477, 0.05353
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Columba palumbus/3c722f7f39261eb1877fe403598013fa.jpg,16, 0.9857, 0.03526
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Columba palumbus/8ea7d11fb1ce4a6082f2b8fbc8c64ee1.jpg,16, 0.9369, 0.04440
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Columba palumbus/aa9ad603ff96be21cecb91f9c522c178.jpg,16, 0.9897, 0.03956
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Columba palumbus/84f8db31ea7aa85e018b931ea032b207.jpg,16, 0.9403, 0.05279
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Columba palumbus/7eed1d0c929933ed06a99de3cb7243a3.jpg,16, 0.9912, 0.04576
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Columba palumbus/e5590428d632c1adbae9d83fd4b09780.jpg,16, 0.9960, 0.04626
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Columba palumbus/5dddc70b869aae15095bd109da04bfa9.jpg,16, 0.4980, 0.03864
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Columba palumbus/77f50f16f47f5a8e6aaac3d65117acef.jpg,16, 0.9418, 0.04624
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Columba palumbus/1770afe99b38a1ff049cbff8c121df9a.jpg,16, 0.9920, 0.04315
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Columba palumbus/0c0e062125239bb595f874219183b9ef.jpg,16, 0.9858, 0.04410
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Columba palumbus/5f6a63ba8c382282e13e35a51e233e46.jpg,16, 0.9949, 0.04899
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Columba palumbus/84654a99df5dfaede4e8884ce9ee5f10.jpg,16, 0.9835, 0.03799
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Columba palumbus/cd6c19e690f6e7c9117457a374175229.jpg,16, 0.9885, 0.04383
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Columba palumbus/869f46db22ee7210da8648a59221d8b6.jpg,16, 0.7779, 0.06603
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Columba palumbus/1bbb6631d87262440d0df449405a35ad.jpg,16, 0.9934, 0.04141
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Columba palumbus/2ca376e1b0df07843b0d0c0b8ed44fba.jpg,16, 0.9947, 0.04166
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Columba palumbus/2cfa4f522a06f75ae4de1a8b85cb0b01.jpg,16, 0.9766, 0.04599
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Columba palumbus/74fa0c1b9c48f8b9da034594da64b183.jpg,16, 0.9749, 0.03506
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Columba palumbus/bd8e32313b78eb844233bfd6cd9eb566.jpg,16, 0.9802, 0.04527
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Columba palumbus/33ecf9443b22a2767ec13e24a8efadc0.jpg,16, 0.9475, 0.03961
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Columba palumbus/c8c2f06dc2a188efb2db8fe1374464f6.jpg,16, 0.9550, 0.04326
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Columba palumbus/c0953815466a3c89759d43a9312733ea.jpg,16, 0.8818, 0.04745
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Columba palumbus/03941d603eed763977da8bc3ebdd3b92.jpg,16, 0.9623, 0.03915
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Columba palumbus/1fc8cab221098e1cb3ebb38922cba444.jpg,16, 0.9870, 0.04901
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Columba palumbus/7ca3612588901f90d93bebdf55180abc.jpg,16, 0.9746, 0.04334
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Columba palumbus/74192dda5873f1c50819943149504e8f.jpg,16, 0.9712, 0.04142
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Columba palumbus/d0b7f6a87951b53c512a75d2e6f70c47.jpg,16, 0.9702, 0.05236
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Columba palumbus/ebe229636f2e62a24ad33e03aac46ef5.jpg,16, 0.9756, 0.06975
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Columba palumbus/cd8e76e45c0a48949a3a9b7ce8b5791f.jpg,16, 0.9924, 0.06311
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Columba palumbus/92618371190a8b22fdf7cda778bf836f.jpg,16, 0.9550, 0.06697
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Columba palumbus/b1ac5d4d89d09a70e99072e0b2258e12.jpg,16, 0.9612, 0.04118
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Columba palumbus/bb07730d8958d7a979524713d37b4c1c.jpg,1, 0.9069, 0.05447
